text,label
Spectral components at twice the ball spin frequency indicate rolling element damage. Amplitude instability in vibration suggests rolling element surface irregularity. Rolling element damage creates complex fault signatures in vibration data. The vibration amplitude fluctuates unpredictably during operation. Ball spin frequency (BSF) components appear in the frequency spectrum.,3
No abnormal wear patterns are detected during inspection. Spectral analysis reveals a flat and uniform frequency distribution. The vibration amplitude remains at a low and stable level. RMS vibration values are well below the warning threshold. Spectral energy is concentrated at the fundamental rotation frequency.,0
The vibration signal shows amplitude modulation at outer race defect frequency. The frequency spectrum shows BPFO with limited sideband activity. Vibration levels increase in the low-to-mid frequency range. Outer race pitting creates periodic loading variation on rolling elements. Stationary outer race damage produces consistent impact patterns.,2
Periodic impulsive behavior is observed without shaft speed modulation. The shock pulse pattern is consistent with outer race surface defects. The fault location on the outer race is confirmed by directional vibration analysis. Outer race pitting creates periodic loading variation on rolling elements. Ball pass frequency outer race dominates the lower frequency spectrum.,2
Impulsive vibration components appear at regular intervals corresponding to inner race defect. Sidebands spaced at shaft speed appear around the BPFI peaks. The bearing shows signs of inner race spalling or pitting.,1
Low-frequency periodic impulses characterize the vibration pattern. The outer race fault characteristic frequency (BPFO) is clearly visible. An outer race defect has developed on the bearing. The fault location on the outer race is confirmed by directional vibration analysis. The shock pulse pattern is consistent with outer race surface defects.,2
Outer race pitting creates periodic loading variation on rolling elements. The frequency spectrum shows BPFO with limited sideband activity. Outer race fault is identified through characteristic frequency analysis. Vibration levels increase in the low-to-mid frequency range.,2
The overall vibration intensity is within the normal operating range. The bearing operates under normal conditions with no signs of degradation. RMS vibration values are well below the warning threshold. Spectral analysis reveals a flat and uniform frequency distribution. The frequency spectrum shows no abnormal peaks or harmonic components.,0
Outer race defect frequency components maintain stable amplitude over time. Multiple harmonics of the outer race defect frequency are present. The bearing exhibits outer raceway surface damage. Low-frequency periodic impulses characterize the vibration pattern.,2
Outer race fault is identified through characteristic frequency analysis. Repetitive impacts at constant intervals indicate outer race damage. The frequency spectrum shows BPFO with limited sideband activity. Ball pass frequency outer race dominates the lower frequency spectrum. The bearing exhibits outer raceway surface damage.,2
Localized damage on the inner race causes periodic impact excitation. High-frequency periodic impulses are detected in the vibration signal. Inner race surface degradation is detected through vibration monitoring. High-frequency resonance bands are excited by inner race fault impacts. The time-domain signal exhibits sharp spikes with high crest factor.,1
No abnormal wear patterns are detected during inspection. The frequency domain is clean with only shaft rotation frequency visible. Vibration signals show minimal fluctuation during operation.,0
The fault location on the outer race is confirmed by directional vibration analysis. Multiple harmonics of the outer race defect frequency are present. An outer race defect has developed on the bearing. The time-domain signal contains periodic transients with moderate amplitude. Vibration levels increase in the low-to-mid frequency range.,2
Ball pass frequency inner race (BPFI) components dominate the spectrum. The bearing shows signs of inner race spalling or pitting. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Periodic transient impacts are observed in the vibration waveform.,1
Operating temperature and noise levels are within acceptable limits. The vibration amplitude remains at a low and stable level. Spectral energy is concentrated at the fundamental rotation frequency.,0
Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage. Vibration levels increase in the low-to-mid frequency range. The fault location on the outer race is confirmed by directional vibration analysis.,2
High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. High-frequency resonance bands are excited by inner race fault impacts. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Inner race surface degradation is detected through vibration monitoring. Localized damage on the inner race causes periodic impact excitation.,1
Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern. Stationary outer race damage produces consistent impact patterns. An outer race defect has developed on the bearing.,2
Ball fault severity is assessed through changes in vibration statistical indicators. Ball spin frequency (BSF) components appear in the frequency spectrum. A rolling element defect is present in the bearing. The time-domain signal shows intermittent bursts of high vibration. Amplitude instability in vibration suggests rolling element surface irregularity.,3
Spectral analysis reveals a flat and uniform frequency distribution. No characteristic fault frequencies are present in the spectrum. RMS vibration values are well below the warning threshold. The vibration amplitude remains at a low and stable level. The machinery runs smoothly without any unusual acoustic emissions.,0
Spectral energy is concentrated at the fundamental rotation frequency. Vibration signals show minimal fluctuation during operation. The bearing lubrication condition is adequate and effective. The bearing operates under normal conditions with no signs of degradation. Peak-to-peak vibration amplitude is stable across measurement cycles.,0
Amplitude instability in vibration suggests rolling element surface irregularity. Frequency components related to ball spin frequency and its harmonics are detected. The impact pattern is irregular due to rolling element defect orientation changes. Cage frequency sidebands surround the ball defect frequency peaks. Ball surface damage causes intermittent contact anomalies. Rolling element damage creates complex fault signatures in vibration data.,3
The impact pattern is irregular due to rolling element defect orientation changes. The envelope spectrum reveals ball fault frequency modulated by cage speed. Ball spin frequency (BSF) components appear in the frequency spectrum. Surface spalling on rolling elements leads to unstable vibration patterns. The vibration amplitude fluctuates unpredictably during operation.,3
Frequency components related to ball spin frequency and its harmonics are detected. Ball spin frequency (BSF) components appear in the frequency spectrum. Irregular and erratic impulses appear in the vibration signal. The impact pattern is irregular due to rolling element defect orientation changes. Ball fault severity is assessed through changes in vibration statistical indicators.,3
The bearing vibration is smooth with consistent amplitude. Spectral analysis reveals a flat and uniform frequency distribution. The bearing operates under normal conditions with no signs of degradation.,0
RMS vibration values are well below the warning threshold. Vibration signals show minimal fluctuation during operation. No sideband frequencies are observed around the main spectral peaks. The machinery runs smoothly without any unusual acoustic emissions.,0
The bearing shows signs of inner race spalling or pitting. Ball pass frequency inner race (BPFI) components dominate the spectrum. The kurtosis value of vibration signal is elevated indicating impulsive behavior.,1
Ball pass frequency outer race dominates the lower frequency spectrum. Multiple harmonics of the outer race defect frequency are present. Vibration levels increase in the low-to-mid frequency range. The bearing exhibits outer raceway surface damage.,2
Ball spin frequency (BSF) components appear in the frequency spectrum. The impact pattern is irregular due to rolling element defect orientation changes. Ball fault severity is assessed through changes in vibration statistical indicators. The rolling element fault produces variable vibration depending on defect orientation.,3
Vibration energy increases notably in the high-frequency band. Sidebands spaced at shaft speed appear around the BPFI peaks. Inner race surface degradation is detected through vibration monitoring. Ball pass frequency inner race (BPFI) components dominate the spectrum.,1
The time-domain signal shows intermittent bursts of high vibration. Frequency components related to ball spin frequency and its harmonics are detected. Vibration characteristics change with bearing cage rotation. The rolling element fault produces variable vibration depending on defect orientation.,3
The bearing lubrication condition is adequate and effective. The machinery runs smoothly without any unusual acoustic emissions. The frequency domain is clean with only shaft rotation frequency visible. The overall vibration intensity is within the normal operating range.,0
RMS vibration values are well below the warning threshold. Spectral energy is concentrated at the fundamental rotation frequency. The bearing operates under normal conditions with no signs of degradation. Operating temperature and noise levels are within acceptable limits.,0
Spectral components at twice the ball spin frequency indicate rolling element damage. The vibration amplitude fluctuates unpredictably during operation. Ball surface damage causes intermittent contact anomalies.,3
Ball surface damage causes intermittent contact anomalies. A rolling element defect is present in the bearing. The envelope spectrum reveals ball fault frequency modulated by cage speed. Irregular and erratic impulses appear in the vibration signal.,3
Ball spin frequency (BSF) components appear in the frequency spectrum. The vibration amplitude fluctuates unpredictably during operation. The time-domain signal shows intermittent bursts of high vibration. Ball fault severity is assessed through changes in vibration statistical indicators. The spectrum contains rolling element defect frequency with cage frequency modulation.,3
Ball pass frequency inner race (BPFI) components dominate the spectrum. Inner race fault progression is indicated by increasing vibration severity. Periodic transient impacts are observed in the vibration waveform. The bearing shows signs of inner race spalling or pitting.,1
Inner race surface degradation is detected through vibration monitoring. High-frequency resonance bands are excited by inner race fault impacts. The kurtosis value of vibration signal is elevated indicating impulsive behavior.,1
The machinery runs smoothly without any unusual acoustic emissions. Spectral energy is concentrated at the fundamental rotation frequency. No significant vibration spikes are detected in the time domain. No characteristic fault frequencies are present in the spectrum. No abnormal wear patterns are detected during inspection.,0
The envelope spectrum reveals ball fault frequency modulated by cage speed. Vibration characteristics change with bearing cage rotation. Non-periodic transient spikes indicate rolling element surface damage. The rolling element fault produces variable vibration depending on defect orientation. A rolling element defect is present in the bearing.,3
High-frequency periodic impulses are detected in the vibration signal. The inner race fault characteristic frequency and its harmonics are prominent. High-frequency resonance bands are excited by inner race fault impacts. An inner race defect is developing on the bearing surface. The bearing shows signs of inner race spalling or pitting.,1
RMS vibration values are well below the warning threshold. Spectral energy is concentrated at the fundamental rotation frequency. The frequency domain is clean with only shaft rotation frequency visible. The machinery runs smoothly without any unusual acoustic emissions.,0
Peak-to-peak vibration amplitude is stable across measurement cycles. Vibration signals show minimal fluctuation during operation. The frequency spectrum shows no abnormal peaks or harmonic components. Operating temperature and noise levels are within acceptable limits.,0
The overall vibration intensity is within the normal operating range. The machinery runs smoothly without any unusual acoustic emissions. No characteristic fault frequencies are present in the spectrum.,0
Envelope analysis highlights the inner race fault frequency. The vibration amplitude shows modulation at the shaft rotation frequency. Inner race fault progression is indicated by increasing vibration severity. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The inner race fault characteristic frequency and its harmonics are prominent. The bearing shows signs of inner race spalling or pitting.,1
No characteristic fault frequencies are present in the spectrum. Vibration signals show minimal fluctuation during operation. The bearing lubrication condition is adequate and effective.,0
Peak-to-peak vibration amplitude is stable across measurement cycles. The bearing lubrication condition is adequate and effective. No characteristic fault frequencies are present in the spectrum. The frequency spectrum shows no abnormal peaks or harmonic components.,0
The rolling element fault produces variable vibration depending on defect orientation. The spectrum contains rolling element defect frequency with cage frequency modulation. A rolling element defect is present in the bearing. The time-domain signal shows intermittent bursts of high vibration. Non-periodic transient spikes indicate rolling element surface damage.,3
All monitoring parameters indicate healthy bearing condition. Spectral analysis reveals a flat and uniform frequency distribution. No characteristic fault frequencies are present in the spectrum. No abnormal wear patterns are detected during inspection. No significant vibration spikes are detected in the time domain.,0
Spectral components at twice the ball spin frequency indicate rolling element damage. The rolling element fault produces variable vibration depending on defect orientation. Cage frequency sidebands surround the ball defect frequency peaks. The vibration amplitude fluctuates unpredictably during operation. Amplitude instability in vibration suggests rolling element surface irregularity.,3
Sidebands spaced at shaft speed appear around the BPFI peaks. Vibration energy increases notably in the high-frequency band. High-frequency periodic impulses are detected in the vibration signal. Inner race surface degradation is detected through vibration monitoring. The fault is located on the inner raceway of the bearing.,1
The shock pulse pattern is consistent with outer race surface defects. Outer race defect frequency components maintain stable amplitude over time. Outer race pitting creates periodic loading variation on rolling elements. The time-domain signal contains periodic transients with moderate amplitude.,2
The shock pulse pattern is consistent with outer race surface defects. The time-domain signal contains periodic transients with moderate amplitude. Outer race pitting creates periodic loading variation on rolling elements. Ball pass frequency outer race dominates the lower frequency spectrum.,2
Ball pass frequency outer race dominates the lower frequency spectrum. Outer race fault is identified through characteristic frequency analysis. Envelope spectrum peaks correspond to outer race characteristic frequency. Stationary outer race damage produces consistent impact patterns. The time-domain signal contains periodic transients with moderate amplitude.,2
Spectral energy is concentrated at the fundamental rotation frequency. No abnormal wear patterns are detected during inspection. The overall vibration intensity is within the normal operating range. The vibration amplitude remains at a low and stable level. No characteristic fault frequencies are present in the spectrum.,0
Outer race defect frequency components maintain stable amplitude over time. Periodic impulsive behavior is observed without shaft speed modulation. Stationary outer race damage produces consistent impact patterns. An outer race defect has developed on the bearing. The frequency spectrum shows BPFO with limited sideband activity.,2
The shock pulse pattern is consistent with outer race surface defects. An outer race defect has developed on the bearing. The frequency spectrum shows BPFO with limited sideband activity.,2
The bearing exhibits outer raceway surface damage. Outer race defect frequency components maintain stable amplitude over time. Outer race fault is identified through characteristic frequency analysis. Low-frequency periodic impulses characterize the vibration pattern. The shock pulse pattern is consistent with outer race surface defects.,2
The vibration amplitude shows modulation at the shaft rotation frequency. High-frequency resonance bands are excited by inner race fault impacts. The inner race fault characteristic frequency and its harmonics are prominent. The fault is located on the inner raceway of the bearing.,1
Ball fault severity is assessed through changes in vibration statistical indicators. Ball surface damage causes intermittent contact anomalies. Spectral components at twice the ball spin frequency indicate rolling element damage. The vibration amplitude fluctuates unpredictably during operation. Ball spin frequency (BSF) components appear in the frequency spectrum.,3
The kurtosis value of vibration signal is elevated indicating impulsive behavior. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Localized damage on the inner race causes periodic impact excitation. Inner race fault progression is indicated by increasing vibration severity.,1
No characteristic fault frequencies are present in the spectrum. The frequency domain is clean with only shaft rotation frequency visible. The machinery runs smoothly without any unusual acoustic emissions. All monitoring parameters indicate healthy bearing condition. No significant vibration spikes are detected in the time domain.,0
Ball fault severity is assessed through changes in vibration statistical indicators. Non-periodic transient spikes indicate rolling element surface damage. The envelope spectrum reveals ball fault frequency modulated by cage speed. The impact pattern is irregular due to rolling element defect orientation changes.,3
Spectral components at twice the ball spin frequency indicate rolling element damage. Rolling element damage creates complex fault signatures in vibration data. Ball surface damage causes intermittent contact anomalies. The time-domain signal shows intermittent bursts of high vibration.,3
Operating temperature and noise levels are within acceptable limits. Spectral energy is concentrated at the fundamental rotation frequency. The overall vibration intensity is within the normal operating range. Spectral analysis reveals a flat and uniform frequency distribution. The bearing operates under normal conditions with no signs of degradation.,0
The frequency spectrum shows BPFO with limited sideband activity. Stationary outer race damage produces consistent impact patterns. Vibration levels increase in the low-to-mid frequency range. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race pitting creates periodic loading variation on rolling elements.,2
Outer race pitting creates periodic loading variation on rolling elements. Periodic impulsive behavior is observed without shaft speed modulation. The fault location on the outer race is confirmed by directional vibration analysis. The frequency spectrum shows BPFO with limited sideband activity. The time-domain signal contains periodic transients with moderate amplitude. Multiple harmonics of the outer race defect frequency are present.,2
Envelope analysis highlights the inner race fault frequency. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Localized damage on the inner race causes periodic impact excitation. Periodic transient impacts are observed in the vibration waveform.,1
Repetitive impacts at constant intervals indicate outer race damage. The bearing exhibits outer raceway surface damage. The shock pulse pattern is consistent with outer race surface defects. The frequency spectrum shows BPFO with limited sideband activity.,2
Outer race fault is identified through characteristic frequency analysis. The frequency spectrum shows BPFO with limited sideband activity. Periodic impulsive behavior is observed without shaft speed modulation.,2
No characteristic fault frequencies are present in the spectrum. The frequency spectrum shows no abnormal peaks or harmonic components. The bearing vibration is smooth with consistent amplitude. The bearing operates under normal conditions with no signs of degradation.,0
The vibration signal shows amplitude modulation at outer race defect frequency. Outer race defect frequency components maintain stable amplitude over time. The frequency spectrum shows BPFO with limited sideband activity. Repetitive impacts at constant intervals indicate outer race damage. The fault location on the outer race is confirmed by directional vibration analysis.,2
No sideband frequencies are observed around the main spectral peaks. The bearing operates under normal conditions with no signs of degradation. The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain. RMS vibration values are well below the warning threshold. Operating temperature and noise levels are within acceptable limits.,0
The shock pulse pattern is consistent with outer race surface defects. The outer race fault characteristic frequency (BPFO) is clearly visible. The bearing exhibits outer raceway surface damage. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race fault is identified through characteristic frequency analysis.,2
No sideband frequencies are observed around the main spectral peaks. RMS vibration values are well below the warning threshold. No characteristic fault frequencies are present in the spectrum. Vibration signals show minimal fluctuation during operation. The bearing operates under normal conditions with no signs of degradation.,0
The vibration amplitude shows modulation at the shaft rotation frequency. Envelope analysis highlights the inner race fault frequency. Localized damage on the inner race causes periodic impact excitation.,1
Vibration characteristics change with bearing cage rotation. The spectrum contains rolling element defect frequency with cage frequency modulation. Rolling element damage creates complex fault signatures in vibration data. The impact pattern is irregular due to rolling element defect orientation changes. Frequency components related to ball spin frequency and its harmonics are detected.,3
Envelope spectrum peaks correspond to outer race characteristic frequency. An outer race defect has developed on the bearing. The shock pulse pattern is consistent with outer race surface defects. The fault location on the outer race is confirmed by directional vibration analysis.,2
The impact pattern is irregular due to rolling element defect orientation changes. Ball spin frequency (BSF) components appear in the frequency spectrum. Rolling element damage creates complex fault signatures in vibration data.,3
Ball pass frequency inner race (BPFI) components dominate the spectrum. The frequency spectrum reveals inner race defect frequency at multiple harmonics. High-frequency periodic impulses are detected in the vibration signal. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Inner race fault progression is indicated by increasing vibration severity. Localized damage on the inner race causes periodic impact excitation.,1
Repetitive impacts at constant intervals indicate outer race damage. An outer race defect has developed on the bearing. The outer race fault characteristic frequency (BPFO) is clearly visible. Vibration levels increase in the low-to-mid frequency range.,2
The vibration amplitude fluctuates unpredictably during operation. Cage frequency sidebands surround the ball defect frequency peaks. Surface spalling on rolling elements leads to unstable vibration patterns.,3
Spectral analysis reveals a flat and uniform frequency distribution. The bearing vibration is smooth with consistent amplitude. Spectral energy is concentrated at the fundamental rotation frequency. RMS vibration values are well below the warning threshold. No abnormal wear patterns are detected during inspection.,0
Ball pass frequency outer race dominates the lower frequency spectrum. Outer race pitting creates periodic loading variation on rolling elements. The vibration signal shows amplitude modulation at outer race defect frequency. Low-frequency periodic impulses characterize the vibration pattern. Outer race defect frequency components maintain stable amplitude over time. Outer race fault is identified through characteristic frequency analysis.,2
The time-domain signal exhibits sharp spikes with high crest factor. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Vibration energy increases notably in the high-frequency band. The bearing shows signs of inner race spalling or pitting.,1
Rolling element damage creates complex fault signatures in vibration data. Ball fault severity is assessed through changes in vibration statistical indicators. The envelope spectrum reveals ball fault frequency modulated by cage speed. The time-domain signal shows intermittent bursts of high vibration. Spectral components at twice the ball spin frequency indicate rolling element damage. Vibration characteristics change with bearing cage rotation.,3
RMS vibration values are well below the warning threshold. The bearing lubrication condition is adequate and effective. No sideband frequencies are observed around the main spectral peaks. The bearing operates under normal conditions with no signs of degradation.,0
An outer race defect has developed on the bearing. Repetitive impacts at constant intervals indicate outer race damage. Multiple harmonics of the outer race defect frequency are present. The bearing exhibits outer raceway surface damage.,2
Vibration energy increases notably in the high-frequency band. Inner race fault progression is indicated by increasing vibration severity. Ball pass frequency inner race (BPFI) components dominate the spectrum. The bearing shows signs of inner race spalling or pitting. Periodic transient impacts are observed in the vibration waveform.,1
The bearing shows signs of inner race spalling or pitting. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
The machinery runs smoothly without any unusual acoustic emissions. No significant vibration spikes are detected in the time domain. The bearing vibration is smooth with consistent amplitude. Spectral energy is concentrated at the fundamental rotation frequency.,0
Outer race fault is identified through characteristic frequency analysis. Low-frequency periodic impulses characterize the vibration pattern. The outer race fault characteristic frequency (BPFO) is clearly visible. Repetitive impacts at constant intervals indicate outer race damage.,2
Vibration energy increases notably in the high-frequency band. Envelope analysis highlights the inner race fault frequency. Periodic transient impacts are observed in the vibration waveform. High-frequency resonance bands are excited by inner race fault impacts. Localized damage on the inner race causes periodic impact excitation.,1
An inner race defect is developing on the bearing surface. High-frequency resonance bands are excited by inner race fault impacts. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
The fault is located on the inner raceway of the bearing. The time-domain signal exhibits sharp spikes with high crest factor. Inner race surface degradation is detected through vibration monitoring. The frequency spectrum reveals inner race defect frequency at multiple harmonics.,1
The vibration amplitude remains at a low and stable level. No sideband frequencies are observed around the main spectral peaks. All monitoring parameters indicate healthy bearing condition.,0
Outer race defect frequency components maintain stable amplitude over time. Low-frequency periodic impulses characterize the vibration pattern. Multiple harmonics of the outer race defect frequency are present. Outer race pitting creates periodic loading variation on rolling elements.,2
Ball pass frequency outer race dominates the lower frequency spectrum. The frequency spectrum shows BPFO with limited sideband activity. Outer race pitting creates periodic loading variation on rolling elements. The shock pulse pattern is consistent with outer race surface defects.,2
High-frequency resonance bands are excited by inner race fault impacts. Periodic transient impacts are observed in the vibration waveform. The vibration amplitude shows modulation at the shaft rotation frequency. Inner race surface degradation is detected through vibration monitoring. Inner race fault progression is indicated by increasing vibration severity.,1
The vibration amplitude shows modulation at the shaft rotation frequency. Inner race fault progression is indicated by increasing vibration severity. Localized damage on the inner race causes periodic impact excitation. Ball pass frequency inner race (BPFI) components dominate the spectrum. Vibration energy increases notably in the high-frequency band.,1
The bearing shows signs of inner race spalling or pitting. Sidebands spaced at shaft speed appear around the BPFI peaks. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Periodic transient impacts are observed in the vibration waveform. An inner race defect is developing on the bearing surface. The kurtosis value of vibration signal is elevated indicating impulsive behavior.,1
Peak-to-peak vibration amplitude is stable across measurement cycles. The bearing lubrication condition is adequate and effective. Spectral analysis reveals a flat and uniform frequency distribution. The vibration amplitude remains at a low and stable level.,0
Cage frequency sidebands surround the ball defect frequency peaks. The rolling element fault produces variable vibration depending on defect orientation. Irregular and erratic impulses appear in the vibration signal.,3
An inner race defect is developing on the bearing surface. The inner race fault characteristic frequency and its harmonics are prominent. Envelope analysis highlights the inner race fault frequency. The kurtosis value of vibration signal is elevated indicating impulsive behavior. The fault is located on the inner raceway of the bearing. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
Outer race fault is identified through characteristic frequency analysis. Multiple harmonics of the outer race defect frequency are present. The time-domain signal contains periodic transients with moderate amplitude. Envelope spectrum peaks correspond to outer race characteristic frequency. An outer race defect has developed on the bearing.,2
Ball surface damage causes intermittent contact anomalies. Irregular and erratic impulses appear in the vibration signal. Ball spin frequency (BSF) components appear in the frequency spectrum.,3
Outer race defect frequency components maintain stable amplitude over time. Outer race fault is identified through characteristic frequency analysis. The fault location on the outer race is confirmed by directional vibration analysis. The time-domain signal contains periodic transients with moderate amplitude.,2
The vibration amplitude remains at a low and stable level. Operating temperature and noise levels are within acceptable limits. No sideband frequencies are observed around the main spectral peaks.,0
The bearing exhibits outer raceway surface damage. The shock pulse pattern is consistent with outer race surface defects. Envelope spectrum peaks correspond to outer race characteristic frequency.,2
Ball fault severity is assessed through changes in vibration statistical indicators. Cage frequency sidebands surround the ball defect frequency peaks. Amplitude instability in vibration suggests rolling element surface irregularity. Rolling element damage creates complex fault signatures in vibration data.,3
Vibration signals show minimal fluctuation during operation. The bearing operates under normal conditions with no signs of degradation. The frequency spectrum shows no abnormal peaks or harmonic components. Peak-to-peak vibration amplitude is stable across measurement cycles. Spectral analysis reveals a flat and uniform frequency distribution. Operating temperature and noise levels are within acceptable limits.,0
Outer race defect frequency components maintain stable amplitude over time. The time-domain signal contains periodic transients with moderate amplitude. The vibration signal shows amplitude modulation at outer race defect frequency. An outer race defect has developed on the bearing. The frequency spectrum shows BPFO with limited sideband activity. The fault location on the outer race is confirmed by directional vibration analysis.,2
Peak-to-peak vibration amplitude is stable across measurement cycles. The vibration amplitude remains at a low and stable level. Spectral analysis reveals a flat and uniform frequency distribution. The frequency spectrum shows no abnormal peaks or harmonic components. No abnormal wear patterns are detected during inspection.,0
The vibration amplitude remains at a low and stable level. Spectral analysis reveals a flat and uniform frequency distribution. All monitoring parameters indicate healthy bearing condition. The frequency spectrum shows no abnormal peaks or harmonic components.,0
High-frequency resonance bands are excited by inner race fault impacts. Sidebands spaced at shaft speed appear around the BPFI peaks. An inner race defect is developing on the bearing surface. High-frequency periodic impulses are detected in the vibration signal.,1
Ball fault severity is assessed through changes in vibration statistical indicators. Ball spin frequency (BSF) components appear in the frequency spectrum. A rolling element defect is present in the bearing. Cage frequency sidebands surround the ball defect frequency peaks. The time-domain signal shows intermittent bursts of high vibration.,3
The time-domain signal contains periodic transients with moderate amplitude. The bearing exhibits outer raceway surface damage. Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage.,2
Inner race surface degradation is detected through vibration monitoring. The bearing shows signs of inner race spalling or pitting. The vibration amplitude shows modulation at the shaft rotation frequency. The inner race fault characteristic frequency and its harmonics are prominent. The frequency spectrum reveals inner race defect frequency at multiple harmonics. The time-domain signal exhibits sharp spikes with high crest factor.,1
Ball spin frequency (BSF) components appear in the frequency spectrum. Vibration characteristics change with bearing cage rotation. The spectrum contains rolling element defect frequency with cage frequency modulation. Rolling element damage creates complex fault signatures in vibration data. Ball surface damage causes intermittent contact anomalies.,3
The frequency spectrum reveals inner race defect frequency at multiple harmonics. Localized damage on the inner race causes periodic impact excitation. The time-domain signal exhibits sharp spikes with high crest factor. The inner race fault characteristic frequency and its harmonics are prominent.,1
The overall vibration intensity is within the normal operating range. Operating temperature and noise levels are within acceptable limits. Peak-to-peak vibration amplitude is stable across measurement cycles. Spectral energy is concentrated at the fundamental rotation frequency.,0
The shock pulse pattern is consistent with outer race surface defects. The frequency spectrum shows BPFO with limited sideband activity. Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage. An outer race defect has developed on the bearing.,2
Localized damage on the inner race causes periodic impact excitation. The inner race fault characteristic frequency and its harmonics are prominent. High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. Inner race surface degradation is detected through vibration monitoring. The vibration amplitude shows modulation at the shaft rotation frequency.,1
The time-domain signal contains periodic transients with moderate amplitude. Ball pass frequency outer race dominates the lower frequency spectrum. Outer race fault is identified through characteristic frequency analysis. Outer race pitting creates periodic loading variation on rolling elements.,2
Outer race fault is identified through characteristic frequency analysis. Outer race pitting creates periodic loading variation on rolling elements. The outer race fault characteristic frequency (BPFO) is clearly visible. Outer race defect frequency components maintain stable amplitude over time. Repetitive impacts at constant intervals indicate outer race damage.,2
The machinery runs smoothly without any unusual acoustic emissions. Vibration signals show minimal fluctuation during operation. The frequency domain is clean with only shaft rotation frequency visible.,0
Spectral components at twice the ball spin frequency indicate rolling element damage. Ball surface damage causes intermittent contact anomalies. Irregular and erratic impulses appear in the vibration signal. Ball spin frequency (BSF) components appear in the frequency spectrum. Surface spalling on rolling elements leads to unstable vibration patterns.,3
Sidebands spaced at shaft speed appear around the BPFI peaks. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Inner race fault progression is indicated by increasing vibration severity. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The time-domain signal exhibits sharp spikes with high crest factor.,1
The bearing vibration is smooth with consistent amplitude. Operating temperature and noise levels are within acceptable limits. The bearing operates under normal conditions with no signs of degradation. Spectral energy is concentrated at the fundamental rotation frequency. The frequency domain is clean with only shaft rotation frequency visible.,0
Periodic impulsive behavior is observed without shaft speed modulation. The vibration signal shows amplitude modulation at outer race defect frequency. Envelope spectrum peaks correspond to outer race characteristic frequency. Outer race pitting creates periodic loading variation on rolling elements.,2
The outer race fault characteristic frequency (BPFO) is clearly visible. The bearing exhibits outer raceway surface damage. Repetitive impacts at constant intervals indicate outer race damage. The fault location on the outer race is confirmed by directional vibration analysis.,2
The envelope spectrum reveals ball fault frequency modulated by cage speed. Ball surface damage causes intermittent contact anomalies. Irregular and erratic impulses appear in the vibration signal. Frequency components related to ball spin frequency and its harmonics are detected.,3
Low-frequency periodic impulses characterize the vibration pattern. Vibration levels increase in the low-to-mid frequency range. Outer race fault is identified through characteristic frequency analysis. Ball pass frequency outer race dominates the lower frequency spectrum. The frequency spectrum shows BPFO with limited sideband activity. An outer race defect has developed on the bearing.,2
Envelope spectrum peaks correspond to outer race characteristic frequency. Outer race pitting creates periodic loading variation on rolling elements. Multiple harmonics of the outer race defect frequency are present. An outer race defect has developed on the bearing. Periodic impulsive behavior is observed without shaft speed modulation.,2
Localized damage on the inner race causes periodic impact excitation. Envelope analysis highlights the inner race fault frequency. An inner race defect is developing on the bearing surface. The vibration amplitude shows modulation at the shaft rotation frequency.,1
The kurtosis value of vibration signal is elevated indicating impulsive behavior. The bearing shows signs of inner race spalling or pitting. The frequency spectrum reveals inner race defect frequency at multiple harmonics. An inner race defect is developing on the bearing surface. High-frequency resonance bands are excited by inner race fault impacts.,1
The envelope spectrum reveals ball fault frequency modulated by cage speed. Spectral components at twice the ball spin frequency indicate rolling element damage. A rolling element defect is present in the bearing. Irregular and erratic impulses appear in the vibration signal.,3
